Kingdom,Group,SubGroup,Size (Mb)
Bacteria,Proteobacteria,Gammaproteobacteria,3.5229
Bacteria,Firmicutes,Clostridia,1.88852
Bacteria,Firmicutes,Clostridia,1.80621
Viruses,ssRNA viruses,Paramyxoviridae,0.018406
Viruses,ssRNA viruses,Rhabdoviridae,0.01194
Bacteria,Tenericutes,Mollicutes,1.87874
Bacteria,Tenericutes,Mollicutes,2.11562
Viruses,unclassified viruses,unclassified,0.651523
Viruses,dsDNA viruses, no RNA stage,Poxviridae,0.190289
Viruses,Retro-transcribing viruses,Retroviridae,0.005833
Viruses,unclassified viruses,unclassified,0.002089
Viruses,unclassified viruses,unclassified,0.002189
Viruses,unclassified viruses,unclassified,0.002123
Viruses,unclassified viruses,unclassified,0.002251
Eukaryota,Fungi,Basidiomycetes,26.6633
Eukaryota,Fungi,Basidiomycetes,52.2049
Viruses,dsDNA viruses, no RNA stage,Poxviridae,0.196858
Eukaryota,Animals,Mammals,3598.44
Eukaryota,Animals,Insects,257.977
Eukaryota,Plants,Green Algae,69.7118
Eukaryota,Protists,Other Protists,41.7099
Viruses,ssRNA viruses,Flaviviridae,0.01069
Bacteria,Cyanobacteria,Oscillatoriophycideae,8.47861
Bacteria,Firmicutes,Clostridia,-
Bacteria,Firmicutes,Clostridia,2.62878
Viruses,ssRNA viruses,Arenaviridae,0.010673
Viruses,ssRNA viruses,Arenaviridae,0.010698
Bacteria,Proteobacteria,Gammaproteobacteria,2.42721
Bacteria,Proteobacteria,Gammaproteobacteria,2.05191
Bacteria,Proteobacteria,Gammaproteobacteria,2.60223
Bacteria,Proteobacteria,Gammaproteobacteria,2.01781
Bacteria,Proteobacteria,Gammaproteobacteria,2.08466
Viruses,dsDNA viruses, no RNA stage,Papillomaviridae,0.007048
Bacteria,Proteobacteria,Gammaproteobacteria,3.94779
Bacteria,Proteobacteria,Gammaproteobacteria,4.51219
Viruses,dsDNA viruses, no RNA stage,Podoviridae,0.038234
Bacteria,Proteobacteria,Gammaproteobacteria,5.22309
Bacteria,Proteobacteria,Gammaproteobacteria,4.88958
Bacteria,Proteobacteria,Gammaproteobacteria,4.64678
Bacteria,Proteobacteria,Gammaproteobacteria,5.09399
Viruses,ssRNA viruses,Tombusviridae,0.004772
Viruses,ssRNA viruses,Potyviridae,0.00973
Bacteria,Proteobacteria,Betaproteobacteria,2.45191
Viruses,ssRNA viruses,Arenaviridae,0.01059
Eukaryota,Fungi,Other Fungi,39.5299
Eukaryota,Fungi,Other Fungi,41.9129
Eukaryota,Plants,Land Plants,320.379
Viruses,ssRNA viruses,Picornaviridae,0.008398
Viruses,ssDNA viruses,Circoviridae,0.001759
Viruses,ssDNA viruses,Parvoviridae,0.003893
Viruses,ssRNA viruses,Flaviviridae,0.010865
Viruses,ssRNA viruses,Paramyxoviridae,0.01665
Viruses,dsDNA viruses, no RNA stage,Mimiviridae,1.02135
Viruses,ssRNA viruses,Astroviridae,0.006543
Viruses,ssRNA viruses,Picornaviridae,0.008198
Viruses,Retro-transcribing viruses,Retroviridae,0.008805
Viruses,ssDNA viruses,Parvoviridae,0.005144
Viruses,ssDNA viruses,Parvoviridae,0.004756
Viruses,ssDNA viruses,Parvoviridae,0.004787
Viruses,ssDNA viruses,Parvoviridae,0.0048
Viruses,ssDNA viruses,Parvoviridae,0.004746
Viruses,ssRNA viruses,Rhabdoviridae,0.011526
Viruses,ssDNA viruses,Parvoviridae,0.004613
Eukaryota,Fungi,Basidiomycetes,30.4798
Eukaryota,Fungi,Basidiomycetes,28.6514
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,8.40832
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.14923
Bacteria,Deferribacteres,Deferribacteres,2.33225
Eukaryota,Fungi,Other Fungi,40.7375
Eukaryota,Fungi,Other Fungi,36.7006
Eukaryota,Fungi,Other Fungi,39.7972
Eukaryota,Fungi,Other Fungi,33.9666
Eukaryota,Fungi,Other Fungi,65.533
Eukaryota,Fungi,Other Fungi,42.9004
Eukaryota,Fungi,Other Fungi,35.852
Viruses,ssRNA viruses,Dicistroviridae,0.010436
Viruses,ssDNA viruses,Circoviridae,0.001996
Viruses,Retro-transcribing viruses,Caulimoviridae,0.006949
Viruses,ssDNA viruses,Geminiviridae,0.002952
Viroids,unclassified viroids,Mulberry small circular viroid-like RNA 1,0.000356
Viruses,ssRNA viruses,Bunyaviridae,0.01693
Bacteria,Actinobacteria,Actinobacteria,16.3772
Viruses,ssRNA viruses,Paramyxoviridae,0.015384
Viruses,ssDNA viruses,Geminiviridae,0.005361
Viruses,Satellites,unclassified,0.00136
Viruses,ssDNA viruses,Geminiviridae,0.005398
Viruses,ssRNA viruses,Coronaviridae,0.026552
Viruses,dsDNA viruses, no RNA stage,Papillomaviridae,0.007815
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.4247
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.27426
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.84242
Viruses,dsDNA viruses, no RNA stage,Herpesviridae,0.230278
Viruses,dsDNA viruses, no RNA stage,Herpesviridae,0.230138
Viruses,dsDNA viruses, no RNA stage,Herpesviridae,0.119451
Viruses,dsDNA viruses, no RNA stage,Herpesviridae,0.202946
Viruses,dsDNA viruses, no RNA stage,Adenoviridae,0.035203
Viruses,dsDNA viruses, no RNA stage,Adenoviridae,0.03057
Viruses,ssRNA viruses,Astroviridae,0.006838
Viruses,ssRNA viruses,Coronaviridae,0.031526
Viruses,Retro-transcribing viruses,Retroviridae,0.008332
Viruses,Retro-transcribing viruses,Retroviridae,0.008197
Viruses,dsDNA viruses, no RNA stage,Adenoviridae,0.030944
Viruses,ssRNA viruses,Caliciviridae,0.007382
Viruses,Retro-transcribing viruses,Retroviridae,0.003811
Viruses,dsDNA viruses, no RNA stage,Polyomaviridae,0.004754
Viruses,dsDNA viruses, no RNA stage,Polyomaviridae,0.005307
Viruses,ssRNA viruses,Flaviviridae,0.011014
Viruses,ssRNA viruses,Bunyaviridae,0.012058
Eukaryota,Animals,Mammals,2803.57
Viruses,dsDNA viruses, no RNA stage,Papillomaviridae,0.007523
Eukaryota,Plants,Land Plants,472.236
Eukaryota,Animals,Insects,750.404
Viruses,unassigned viruses,Hytrosaviridae,0.124279
Viruses,ssDNA viruses,Circoviridae,0.001988
Viruses,ssDNA viruses,Parvoviridae,0.005132
Viruses,ssRNA viruses,Barnaviridae,0.004009
Eukaryota,Animals,Mammals,2410.88
Eukaryota,Fungi,Ascomycetes,38.7442
Bacteria,Actinobacteria,Actinobacteria,3.45341
Bacteria,Actinobacteria,Actinobacteria,7.69005
Bacteria,Actinobacteria,Actinobacteria,9.77239
Bacteria,Actinobacteria,Actinobacteria,5.06419
Bacteria,Actinobacteria,Actinobacteria,4.43295
Bacteria,Actinobacteria,Actinobacteria,6.29762
Bacteria,Actinobacteria,Actinobacteria,4.44141
Bacteria,Actinobacteria,Actinobacteria,5.93893
Bacteria,Actinobacteria,Actinobacteria,6.01933
Bacteria,Actinobacteria,Actinobacteria,6.77097
Bacteria,Actinobacteria,Actinobacteria,5.71214
Bacteria,Actinobacteria,Actinobacteria,5.09719
Bacteria,Actinobacteria,Actinobacteria,4.41043
Bacteria,Actinobacteria,Actinobacteria,4.52595
Bacteria,Actinobacteria,Actinobacteria,-
Bacteria,Actinobacteria,Actinobacteria,4.66205
Bacteria,Actinobacteria,Actinobacteria,5.39406
Bacteria,Actinobacteria,Actinobacteria,6.45141
Bacteria,Actinobacteria,Actinobacteria,7.37952
Bacteria,Actinobacteria,Actinobacteria,6.34262
Bacteria,Actinobacteria,Actinobacteria,5.57956
Bacteria,Actinobacteria,Actinobacteria,7.09889
Bacteria,Actinobacteria,Actinobacteria,6.46209
Bacteria,Actinobacteria,Actinobacteria,5.19057
Bacteria,Actinobacteria,Actinobacteria,5.18762
Bacteria,Actinobacteria,Actinobacteria,-
Bacteria,Actinobacteria,Actinobacteria,6.13989
Bacteria,Actinobacteria,Actinobacteria,5.50787
Bacteria,Actinobacteria,Actinobacteria,6.34974
Bacteria,Actinobacteria,Actinobacteria,6.00479
Bacteria,Actinobacteria,Actinobacteria,4.93607
Bacteria,Actinobacteria,Actinobacteria,5.98283
Bacteria,Actinobacteria,Actinobacteria,5.78329
Bacteria,Actinobacteria,Actinobacteria,7.10593
Bacteria,Actinobacteria,Actinobacteria,4.36943
Bacteria,Actinobacteria,Actinobacteria,5.08232
Bacteria,Actinobacteria,Actinobacteria,5.01017
Bacteria,Actinobacteria,Actinobacteria,5.10975
Bacteria,Actinobacteria,Actinobacteria,3.87437
Bacteria,Actinobacteria,Actinobacteria,6.06372
Bacteria,Actinobacteria,Actinobacteria,5.58901
Bacteria,Actinobacteria,Actinobacteria,6.33171
Bacteria,Actinobacteria,Actinobacteria,6.13728
Bacteria,Actinobacteria,Actinobacteria,6.89616
Bacteria,Actinobacteria,Actinobacteria,5.30298
Bacteria,Actinobacteria,Actinobacteria,-
Bacteria,Actinobacteria,Actinobacteria,3.2682
Bacteria,Actinobacteria,Actinobacteria,3.21582
Bacteria,Actinobacteria,Actinobacteria,6.39954
Bacteria,Actinobacteria,Actinobacteria,6.09159
Bacteria,Actinobacteria,Actinobacteria,7.96661
Bacteria,Actinobacteria,Actinobacteria,6.66014
Bacteria,Actinobacteria,Actinobacteria,6.21013
Bacteria,Actinobacteria,Actinobacteria,6.53999
Bacteria,Actinobacteria,Actinobacteria,5.53603
Bacteria,Actinobacteria,Actinobacteria,6.28732
Bacteria,Actinobacteria,Actinobacteria,6.35321
Bacteria,Actinobacteria,Actinobacteria,6.38177
Bacteria,Actinobacteria,Actinobacteria,4.28266
Bacteria,Actinobacteria,Actinobacteria,5.30799
Bacteria,Actinobacteria,Actinobacteria,6.56417
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.053124
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.074483
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.050781
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.071565
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.053396
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.069864
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.070236
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.064511
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.095705
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.052519
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.053684
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.068711
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.053177
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.052136
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.049577
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.041441
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.059598
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.053253
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.156558
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.052141
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.052344
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.154872
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.05447
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.041901
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.045942
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.04842
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.069309
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.069306
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.070797
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.059672
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.042392
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.068196
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.05225
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.048984
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.051821
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.052288
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.059179
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.058037
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.076652
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.07421
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.047057
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.053003
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.041491
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.064562
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.059419
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.05055
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.156102
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.050913
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.053369
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.052963
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.155372
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.072108
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.153766
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.053636
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.06845
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.043036
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.052047
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.059471
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.05705
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.056276
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.046639
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.051214
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.075931
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.052873
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.050755
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.074533
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.070654
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.069777
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.110569
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.059798
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.076129
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.049136
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.051621
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.03952
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.060588
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.058043
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.068386
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.157568
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.056461
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.047162
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.051421
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.064613
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.077367
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.054411
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.051083
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.075736
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.069815
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.155445
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.051236
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.052974
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.053159
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.060727
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.053597
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.07596
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.071341
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.053028
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.047109
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.052282
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.058471
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.057387
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.067949
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.09046
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.053746
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.157482
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.076483
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.052823
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.064807
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.052617
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.054986
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.042289
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.057155
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.05239
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.067383
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.070667
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.076323
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.057052
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.070841
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.055213
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.068311
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.050968
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.059626
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.050679
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.071058
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.044306
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.051319
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.053572
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.068262
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.051378
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.070838
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.061251
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.068952
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.075811
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.052379
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.052297
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.051813
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.053255
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.062991
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.039981
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.04165
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.07626
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.153882
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.05069
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.056852
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.051478
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.046869
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.068807
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.04224
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.058211
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.109871
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.154573
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.065243
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.048228
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.076179
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.164602
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.075894
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.156646
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.068598
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.069904
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.051797
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.05125
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.069099
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.062661
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.06872
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.110865
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.068427
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.064494
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.068999
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.064787
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.056692
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.058554
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.070657
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.070506
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.052057
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.051376
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.080955
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.053142
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.06809
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.050101
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.076217
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.076479
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.070115
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.069378
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.053636
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.074711
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.05061
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.069059
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.155586
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.076312
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.07011
